
@RELATION dm_prak

@ATTRIBUTE filename string
@ATTRIBUTE class {K1, K2, K3, K4, K5, K6, K7, K8}

@DATA
K2-103.jpg, K2
K2-104.jpg, K2
K2-105.jpg, K2
K2-106.jpg, K2
K2-107.jpg, K2
K2-108.jpg, K2
K2-109.jpg, K2
K2-110.jpg, K2
K2-111.jpg, K2
K2-112.jpg, K2
K2-113.jpg, K2
K2-114.jpg, K2
K2-115.jpg, K2
K2-116.jpg, K2
K2-117.jpg, K2
K2-118.jpg, K2
K2-119.jpg, K2
K2-120.jpg, K2
K2-121.jpg, K2
K2-122.jpg, K2
K2-123.jpg, K2
K2-124.jpg, K2
K2-125.jpg, K2
K2-126.jpg, K2
K2-127.jpg, K2
K2-128.jpg, K2
K2-129.jpg, K2
K2-130.jpg, K2
K2-131.jpg, K2
K2-132.jpg, K2
K2-133.jpg, K2
K2-134.jpg, K2
K2-135.jpg, K2
K2-136.jpg, K2
K2-137.jpg, K2
K2-138.jpg, K2
K2-139.jpg, K2
K2-140.jpg, K2
K2-141.jpg, K2
K2-142.jpg, K2
K2-143.jpg, K2
K2-144.jpg, K2
K2-145.jpg, K2
K2-146.jpg, K2
K2-147.jpg, K2
K2-148.jpg, K2
K2-149.jpg, K2
K2-150.jpg, K2
K2-151.jpg, K2
K2-152.jpg, K2
K2-153.jpg, K2
K2-154.jpg, K2
K2-155.jpg, K2
K2-156.jpg, K2
K2-157.jpg, K2
K3-10.jpg, K3
K3-11.jpg, K3
K3-12.jpg, K3
K3-13.jpg, K3
K3-14.jpg, K3
K3-15.jpg, K3
K3-16.jpg, K3
K3-17.jpg, K3
K3-18.jpg, K3
K3-19.jpg, K3
K3-20.jpg, K3
K3-21.jpg, K3
K3-22.jpg, K3
K3-23.jpg, K3
K3-24.jpg, K3
K3-25.jpg, K3
K3-26.jpg, K3
K3-27.jpg, K3
K3-28.jpg, K3
K3-29.jpg, K3
K3-30.jpg, K3
K3-31.jpg, K3
K3-32.jpg, K3
K3-33.jpg, K3
K3-34.jpg, K3
K3-35.jpg, K3
K3-36.jpg, K3
K3-37.jpg, K3
K3-38.jpg, K3
K3-39.jpg, K3
K3-40.jpg, K3
K3-41.jpg, K3
K3-42.jpg, K3
K3-43.jpg, K3
K3-44.jpg, K3
K3-45.jpg, K3
K3-46.jpg, K3
K3-47.jpg, K3
K3-48.jpg, K3
K3-49.jpg, K3
K3-50.jpg, K3
K3-51.jpg, K3
K3-52.jpg, K3
K3-53.jpg, K3
K3-54.jpg, K3
K3-55.jpg, K3
K3-56.jpg, K3
K3-57.jpg, K3
K3-58.jpg, K3
K3-59.jpg, K3
K3-60.jpg, K3
K3-61.jpg, K3
K3-62.jpg, K3
K3-63.jpg, K3
K3-64.jpg, K3
K3-65.jpg, K3
K3-66.jpg, K3
K3-67.jpg, K3
K3-68.jpg, K3
K3-69.jpg, K3
K3-70.jpg, K3
K3-71.jpg, K3
K3-72.jpg, K3
K3-73.jpg, K3
K3-74.jpg, K3
K3-75.jpg, K3
K3-76.jpg, K3
K3-77.jpg, K3
K3-78.jpg, K3
K3-79.jpg, K3
K3-80.jpg, K3
K3-81.jpg, K3
K3-82.jpg, K3
K3-83.jpg, K3
K3-84.jpg, K3
K3-85.jpg, K3
K4-10.jpg, K4
K4-11.jpg, K4
K4-12.jpg, K4
K4-13.jpg, K4
K4-14.jpg, K4
K4-15.jpg, K4
K4-16.jpg, K4
K4-17.jpg, K4
K4-18.jpg, K4
K4-19.jpg, K4
K4-20.jpg, K4
K4-21.jpg, K4
K4-22.jpg, K4
K4-23.jpg, K4
K4-24.jpg, K4
K4-25.jpg, K4
K4-26.jpg, K4
K4-27.jpg, K4
K4-28.jpg, K4
K4-29.jpg, K4
K4-30.jpg, K4
K4-31.jpg, K4
K4-32.jpg, K4
K4-33.jpg, K4
K4-34.jpg, K4
K4-35.jpg, K4
K4-36.jpg, K4
K4-37.jpg, K4
K4-38.jpg, K4
K4-39.jpg, K4
K4-40.jpg, K4
K4-41.jpg, K4
K4-42.jpg, K4
K4-43.jpg, K4
K4-44.jpg, K4
K4-45.jpg, K4
K4-46.jpg, K4
K4-47.jpg, K4
K4-48.jpg, K4
K4-49.jpg, K4
K4-50.jpg, K4
K4-51.jpg, K4
K4-52.jpg, K4
K4-53.jpg, K4
K4-54.jpg, K4
K4-55.jpg, K4
K4-56.jpg, K4
K4-57.jpg, K4
K4-58.jpg, K4
K4-59.jpg, K4
K4-60.jpg, K4
K4-61.jpg, K4
K4-62.jpg, K4
K4-63.jpg, K4
K4-64.jpg, K4
K4-65.jpg, K4
K4-66.jpg, K4
K4-67.jpg, K4
K4-68.jpg, K4
K4-69.jpg, K4
K4-70.jpg, K4
K5-10.jpg, K5
K5-11.jpg, K5
K5-12.jpg, K5
K5-13.jpg, K5
K5-14.jpg, K5
K5-15.jpg, K5
K5-16.jpg, K5
K5-17.jpg, K5
K5-18.jpg, K5
K5-19.jpg, K5
K5-20.jpg, K5
K5-21.jpg, K5
K5-22.jpg, K5
K5-23.jpg, K5
K5-24.jpg, K5
K5-25.jpg, K5
K5-26.jpg, K5
K5-27.jpg, K5
K5-28.jpg, K5
K5-29.jpg, K5
K5-30.jpg, K5
K5-31.jpg, K5
K5-32.jpg, K5
K5-33.jpg, K5
K5-34.jpg, K5
K5-35.jpg, K5
K5-36.jpg, K5
K5-37.jpg, K5
K5-38.jpg, K5
K5-39.jpg, K5
K5-40.jpg, K5
K5-41.jpg, K5
K5-42.jpg, K5
K5-43.jpg, K5
K5-44.jpg, K5
K5-45.jpg, K5
K5-46.jpg, K5
K5-47.jpg, K5
K5-48.jpg, K5
K5-49.jpg, K5
K5-50.jpg, K5
K5-51.jpg, K5
K5-52.jpg, K5
K5-53.jpg, K5
K5-54.jpg, K5
K5-55.jpg, K5
K5-56.jpg, K5
K5-57.jpg, K5
K5-58.jpg, K5
K5-59.jpg, K5
K5-60.jpg, K5
K5-61.jpg, K5
K5-62.jpg, K5
K5-63.jpg, K5
K5-64.jpg, K5
K5-65.jpg, K5
K5-66.jpg, K5
K5-67.jpg, K5
K5-68.jpg, K5
K5-69.jpg, K5
K5-70.jpg, K5
K5-71.jpg, K5
K5-72.jpg, K5
K5-73.jpg, K5
K6-10.jpg, K6
K6-11.jpg, K6
K6-12.jpg, K6
K6-13.jpg, K6
K6-14.jpg, K6
K6-15.jpg, K6
K6-16.jpg, K6
K6-17.jpg, K6
K6-18.jpg, K6
K6-19.jpg, K6
K6-20.jpg, K6
K6-21.jpg, K6
K6-22.jpg, K6
K6-23.jpg, K6
K6-24.jpg, K6
K6-25.jpg, K6
K6-26.jpg, K6
K6-27.jpg, K6
K6-28.jpg, K6
K6-29.jpg, K6
K6-30.jpg, K6
K6-31.jpg, K6
K6-32.jpg, K6
K6-33.jpg, K6
