@relation dm_prak-weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter-D../irteera/convert-unsharp5x5/-weka.filters.unsupervised.attribute.RemoveType-Tstring

@attribute 'MPEG-7 Color Layout0' numeric
@attribute 'MPEG-7 Color Layout1' numeric
@attribute 'MPEG-7 Color Layout2' numeric
@attribute 'MPEG-7 Color Layout3' numeric
@attribute 'MPEG-7 Color Layout4' numeric
@attribute 'MPEG-7 Color Layout5' numeric
@attribute 'MPEG-7 Color Layout6' numeric
@attribute 'MPEG-7 Color Layout7' numeric
@attribute 'MPEG-7 Color Layout8' numeric
@attribute 'MPEG-7 Color Layout9' numeric
@attribute 'MPEG-7 Color Layout10' numeric
@attribute 'MPEG-7 Color Layout11' numeric
@attribute 'MPEG-7 Color Layout12' numeric
@attribute 'MPEG-7 Color Layout13' numeric
@attribute 'MPEG-7 Color Layout14' numeric
@attribute 'MPEG-7 Color Layout15' numeric
@attribute 'MPEG-7 Color Layout16' numeric
@attribute 'MPEG-7 Color Layout17' numeric
@attribute 'MPEG-7 Color Layout18' numeric
@attribute 'MPEG-7 Color Layout19' numeric
@attribute 'MPEG-7 Color Layout20' numeric
@attribute 'MPEG-7 Color Layout21' numeric
@attribute 'MPEG-7 Color Layout22' numeric
@attribute 'MPEG-7 Color Layout23' numeric
@attribute 'MPEG-7 Color Layout24' numeric
@attribute 'MPEG-7 Color Layout25' numeric
@attribute 'MPEG-7 Color Layout26' numeric
@attribute 'MPEG-7 Color Layout27' numeric
@attribute 'MPEG-7 Color Layout28' numeric
@attribute 'MPEG-7 Color Layout29' numeric
@attribute 'MPEG-7 Color Layout30' numeric
@attribute 'MPEG-7 Color Layout31' numeric
@attribute 'MPEG-7 Color Layout32' numeric
@attribute class {K1,K2,K3,K4,K5,K6}

@data
12,17,8,13,15,10,16,15,16,13,19,16,20,16,13,15,17,15,17,16,14,31,18,10,19,14,19,42,15,17,7,17,7,K1
12,14,9,11,17,11,13,14,16,15,17,15,20,18,14,14,15,15,17,16,16,31,15,10,19,16,19,43,15,16,7,16,7,K1
11,12,17,10,14,7,18,16,17,15,19,16,19,17,12,18,15,16,15,15,16,23,16,16,15,16,21,49,14,15,14,15,3,K1
16,17,20,24,15,24,16,15,15,19,20,16,12,16,16,16,16,15,15,15,17,41,15,17,20,14,22,36,16,16,13,16,11,K1
7,14,20,16,14,16,15,17,15,14,17,16,15,16,13,16,15,16,14,16,14,32,15,16,16,15,17,37,15,16,14,16,12,K1
6,16,15,14,16,13,15,15,16,15,17,15,16,16,15,16,15,16,16,16,15,30,16,16,16,15,16,35,15,15,12,15,12,K1
5,16,15,12,16,12,15,16,15,15,16,15,17,15,14,16,15,16,16,16,15,28,15,16,17,16,18,39,16,15,11,15,10,K1
5,17,15,12,15,13,15,15,15,16,15,15,17,15,15,15,15,15,16,16,15,28,15,16,17,16,17,39,16,15,11,15,10,K1
11,12,18,8,17,9,17,15,13,15,18,16,20,16,13,15,16,15,16,14,16,26,15,16,18,16,20,47,15,15,8,16,7,K1
23,9,29,26,12,18,16,18,14,22,18,19,16,16,16,17,16,17,13,20,16,35,15,14,16,17,17,37,16,16,11,16,11,K1
28,25,29,24,19,21,19,19,10,23,19,12,11,15,18,17,15,11,13,14,15,34,15,14,16,15,17,38,16,15,11,15,10,K1
4,16,15,13,16,14,15,15,15,15,16,15,16,15,15,15,15,16,16,16,15,29,15,16,16,16,16,36,16,15,13,15,13,K1
34,10,29,19,15,25,14,20,17,21,17,12,7,18,20,16,16,19,11,16,15,33,16,13,16,16,17,38,15,16,11,16,10,K1
38,16,29,18,16,28,15,20,15,24,19,15,7,15,21,14,13,15,13,15,17,33,16,13,17,16,17,40,15,15,10,15,9,K1
5,17,16,14,16,13,15,15,15,16,17,16,15,15,13,15,15,15,15,15,16,29,16,16,16,16,18,38,15,15,14,16,10,K1
4,17,16,14,17,17,17,16,15,15,17,16,16,16,15,16,16,15,16,16,16,30,16,16,15,16,17,36,16,16,16,16,13,K1
8,17,16,10,15,11,15,16,14,15,18,16,19,15,14,14,16,15,16,16,16,26,16,17,18,16,20,48,17,14,8,15,6,K1
9,9,19,14,15,12,13,15,15,16,16,16,14,14,13,14,15,17,15,15,15,27,16,17,18,14,19,46,14,14,10,17,7,K1
11,21,15,18,16,12,18,14,16,16,16,15,13,17,14,15,16,15,16,15,15,29,17,16,19,15,19,45,17,15,9,16,8,K1
15,14,15,19,14,17,11,14,19,15,17,15,13,16,14,13,16,14,15,16,15,29,14,15,19,15,19,47,17,16,10,16,10,K1
15,29,16,17,17,26,23,15,17,16,13,16,15,13,18,21,14,14,16,15,17,28,14,14,19,16,16,42,17,17,10,15,11,K1
22,16,17,7,16,5,19,18,17,14,16,17,22,15,18,14,14,12,17,15,16,15,15,14,17,16,18,50,17,17,14,16,13,K1
42,6,28,21,23,27,14,11,10,25,17,20,7,18,19,17,15,14,17,19,14,28,16,14,20,15,16,41,15,16,8,16,10,K1
10,5,14,13,20,24,12,13,20,20,18,12,7,15,13,17,17,20,17,15,19,30,19,19,18,13,14,36,13,13,14,18,16,K1
11,15,14,7,15,10,17,14,16,13,18,14,19,16,14,15,16,15,18,13,15,23,15,16,17,15,17,48,16,15,9,16,8,K1
12,17,15,7,16,8,15,14,16,16,15,15,18,16,13,15,15,15,17,15,16,23,15,16,18,16,19,49,16,15,8,16,7,K1
8,15,13,14,14,24,16,13,18,19,12,14,11,15,17,16,16,16,18,15,16,31,16,15,14,15,17,36,15,15,15,15,16,K1
5,15,18,14,15,14,16,16,15,16,16,15,16,16,15,16,15,15,16,16,15,31,15,16,17,15,17,35,16,16,13,15,13,K1
5,16,16,13,15,13,16,16,15,16,16,16,17,15,15,15,15,16,16,16,16,30,15,16,17,16,17,36,16,15,13,15,13,K1
4,16,16,13,15,12,16,16,15,15,16,16,17,16,15,15,15,16,15,16,16,29,16,15,16,16,17,36,16,16,13,15,12,K1
7,15,13,13,16,13,15,14,15,16,17,15,19,16,16,15,14,15,16,16,15,30,16,15,17,16,18,39,15,16,11,16,11,K2
9,11,24,18,11,11,18,15,14,18,18,15,15,21,13,18,12,19,15,16,14,31,15,17,18,14,17,40,16,17,12,15,10,K2
7,19,14,15,15,14,18,17,16,14,17,15,16,16,16,15,16,13,16,16,16,33,17,16,17,16,17,36,14,15,13,15,13,K2
6,14,17,13,16,17,13,16,16,14,16,16,15,16,15,15,15,16,14,15,16,32,15,16,15,16,18,37,15,16,15,15,12,K2
7,16,18,15,16,16,15,16,15,16,17,15,16,15,15,15,15,15,15,16,16,30,15,16,16,16,16,38,16,16,14,15,12,K2
7,20,16,12,13,18,17,15,20,11,19,12,18,14,18,15,14,18,12,17,12,29,16,15,18,15,18,41,17,16,9,16,11,K2
7,14,17,11,15,15,15,18,17,14,18,16,18,15,15,16,15,17,14,15,14,27,15,16,17,15,17,43,16,16,10,16,11,K2
5,14,18,11,15,12,17,15,17,14,16,15,19,15,15,15,15,14,16,15,15,29,16,15,17,15,18,40,14,18,11,16,9,K2
6,16,13,13,14,12,14,17,16,14,16,16,16,16,14,15,15,15,16,15,16,29,16,16,17,15,16,37,15,16,11,16,11,K2
5,14,17,11,16,12,17,15,17,15,16,15,20,15,15,15,15,14,15,15,14,29,16,15,17,15,18,39,14,17,11,16,10,K2
5,15,15,12,15,12,15,16,16,13,16,15,19,15,15,15,14,16,16,16,14,29,16,16,17,15,17,40,15,16,10,16,10,K2
5,15,16,12,13,14,16,16,15,14,15,17,18,14,16,16,14,16,17,15,15,29,16,16,17,15,17,38,15,16,11,15,11,K2
9,10,9,20,21,14,14,21,12,10,22,18,13,15,17,16,15,15,18,16,14,31,15,15,18,15,17,39,15,15,12,17,12,K2
7,17,18,15,15,19,18,17,10,14,19,15,12,17,16,16,15,14,16,16,14,33,15,16,17,15,18,36,15,16,13,15,12,K2
27,17,28,22,12,14,18,20,13,19,25,13,22,16,18,17,18,14,12,17,18,29,16,16,17,16,19,48,17,15,9,15,6,K2
5,21,13,15,12,19,17,13,19,17,16,16,16,15,16,14,16,16,17,13,16,31,15,15,16,14,17,34,17,16,15,16,14,K2
30,17,27,24,11,16,16,16,16,22,25,16,20,15,17,15,16,15,15,17,20,30,16,15,17,15,19,48,17,15,8,15,7,K2
9,20,10,13,16,20,14,13,15,17,16,13,13,18,14,14,16,14,19,16,17,32,17,14,15,16,18,38,16,16,14,16,12,K2
36,15,26,26,15,16,15,15,14,19,24,16,19,16,16,16,17,16,14,15,17,32,16,15,17,15,20,45,17,14,9,15,8,K2
27,19,24,22,17,14,15,17,15,20,22,14,19,15,16,17,16,14,17,16,19,38,17,16,19,17,21,41,17,15,8,16,7,K2
29,9,25,13,15,28,15,23,19,16,21,11,21,17,23,17,15,19,15,15,17,27,15,15,13,15,19,49,17,14,18,17,7,K2
6,15,15,14,16,15,15,14,17,15,17,16,17,15,16,16,15,15,16,16,16,29,16,15,17,15,18,40,15,16,12,16,11,K2
6,16,15,12,17,16,16,15,14,15,17,16,18,16,17,16,16,15,15,16,16,29,14,14,15,16,19,41,18,17,14,15,10,K2
38,15,28,20,16,20,16,17,15,22,23,16,14,16,19,16,17,16,15,16,16,36,15,13,14,16,23,43,15,16,9,15,7,K2
5,14,15,14,17,14,16,15,15,15,17,16,18,15,16,16,16,15,16,15,15,27,16,15,16,16,17,42,15,17,13,16,11,K2
5,17,16,13,15,14,17,16,14,16,17,16,17,15,16,16,17,15,16,16,15,28,15,15,16,16,17,39,16,16,12,16,12,K2
5,16,17,11,15,14,16,16,15,15,18,15,17,15,15,15,16,15,16,16,17,26,15,16,15,16,16,44,17,16,16,16,14,K2
7,13,15,16,16,18,15,16,15,16,19,15,15,16,17,16,16,16,17,16,17,27,18,15,16,14,15,40,14,17,13,17,14,K2
6,16,14,16,15,18,16,14,16,16,19,15,15,16,16,17,16,15,16,16,18,29,16,15,17,16,17,39,15,16,13,16,13,K2
5,11,15,13,15,17,13,15,16,15,17,16,18,16,18,14,14,16,16,15,15,29,15,15,16,16,17,38,16,16,13,16,12,K2
4,17,15,13,15,14,16,16,16,15,16,16,18,16,15,15,16,15,16,15,15,29,15,16,16,16,17,37,16,15,13,15,13,K2
22,15,17,14,15,13,15,16,15,14,21,15,21,16,15,15,16,16,15,16,15,32,15,19,23,16,23,48,17,15,6,16,5,K2
4,14,17,15,16,14,13,14,14,16,16,15,17,16,17,16,15,16,16,16,16,30,14,16,16,16,17,36,17,16,14,16,12,K2
4,13,15,14,15,15,15,16,16,16,15,16,17,15,16,16,16,15,15,16,16,29,15,16,16,16,16,37,16,15,15,16,13,K2
4,16,16,13,16,13,16,16,16,15,17,16,17,16,15,16,15,16,16,16,16,29,16,16,15,16,16,37,15,15,16,15,12,K2
4,15,17,14,15,14,16,16,14,16,17,15,17,17,15,16,15,16,15,16,16,29,15,16,16,15,17,37,16,16,13,16,12,K2
7,25,17,10,17,18,21,16,16,16,19,17,20,16,18,16,14,15,16,16,16,32,18,16,16,16,18,38,16,16,12,16,11,K2
12,20,27,15,21,21,15,17,15,16,21,19,15,16,17,15,15,13,11,15,18,34,17,19,17,17,18,39,15,17,13,16,13,K2
19,16,18,12,15,13,16,16,15,14,20,15,21,16,17,16,15,15,17,14,16,33,15,15,21,15,23,46,17,17,8,16,5,K2
6,16,16,10,16,9,16,15,16,16,19,15,20,15,15,16,15,16,16,16,16,26,15,15,15,16,18,46,16,16,14,15,7,K2
6,16,17,10,16,10,15,16,16,15,18,15,20,16,15,15,16,16,15,16,16,26,16,16,16,15,18,44,16,16,11,15,8,K2
7,14,17,8,15,13,14,15,17,16,20,15,18,15,16,14,15,17,16,14,16,27,14,15,16,16,18,44,17,16,10,16,9,K2
16,18,31,26,19,15,18,18,15,23,20,12,21,17,13,15,14,15,13,13,15,31,15,15,16,16,15,37,16,17,12,15,12,K2
22,28,27,20,22,25,19,13,15,23,19,18,9,16,21,14,15,11,13,14,16,31,15,15,17,15,18,41,15,16,11,15,11,K2
6,17,16,12,14,12,18,15,16,16,19,17,20,15,17,18,15,16,16,15,15,29,17,17,17,16,19,42,14,15,13,14,8,K2
36,15,27,25,14,15,15,18,14,20,24,17,20,15,16,16,14,15,15,15,17,28,15,15,19,16,23,49,17,15,6,15,5,K2
4,16,16,13,16,12,16,16,15,15,17,15,18,16,16,15,15,15,16,15,16,29,16,15,16,15,17,38,15,17,14,16,11,K2
6,17,16,11,15,13,17,15,16,15,18,15,19,15,17,16,15,15,16,15,16,29,16,15,15,16,18,39,16,16,16,15,10,K2
5,16,16,13,13,12,16,14,16,15,18,14,20,15,15,16,15,16,15,16,17,28,15,16,15,15,17,40,16,16,14,16,10,K2
6,11,16,14,15,13,16,15,14,15,18,15,18,15,15,17,15,17,16,15,16,28,15,15,16,15,17,40,15,16,13,16,13,K2
7,16,20,17,13,16,15,15,15,17,18,15,19,15,15,16,15,15,15,17,18,30,15,16,17,15,18,40,17,17,13,15,11,K2
7,16,21,17,14,16,15,15,16,17,17,15,18,14,15,15,14,15,14,16,17,30,15,17,17,15,18,40,16,16,13,15,11,K2
8,16,16,6,15,10,16,15,15,14,22,16,19,16,13,15,15,15,16,16,18,27,16,15,13,16,17,46,16,17,14,16,11,K2
7,13,18,14,14,15,17,14,12,17,19,15,18,16,16,15,14,18,15,15,16,30,14,16,17,16,17,40,16,16,13,16,11,K2
7,12,17,15,15,13,16,14,13,16,20,15,16,16,15,16,15,17,15,15,17,29,15,15,17,15,17,41,15,17,12,15,11,K2
9,12,17,17,15,14,20,16,11,16,20,15,18,16,13,19,16,20,16,14,16,31,14,16,17,15,18,41,15,16,13,15,9,K2
10,20,16,13,15,23,19,16,16,14,19,16,18,16,22,17,15,16,16,15,16,31,18,15,16,16,20,41,14,17,12,15,10,K2
7,19,18,11,17,17,17,17,15,15,19,16,18,16,18,15,15,14,16,16,16,29,16,16,14,17,18,43,15,16,16,15,11,K2
4,16,15,12,16,12,15,16,16,15,17,15,18,16,15,15,15,15,16,16,16,28,15,15,16,16,16,38,16,16,13,16,11,K2
4,16,15,13,16,12,16,15,16,15,17,15,18,16,15,16,15,16,16,16,16,28,16,15,15,15,16,39,15,16,13,16,12,K2
5,18,12,15,12,14,16,15,18,14,17,14,17,16,15,15,16,15,16,16,16,30,16,15,17,15,17,37,15,16,12,16,12,K2
4,16,15,14,15,14,15,15,16,15,17,15,18,16,16,15,15,16,16,16,16,30,15,15,17,15,17,37,17,17,13,16,12,K2
5,15,15,13,17,14,15,15,15,15,17,16,18,16,16,15,15,15,15,16,16,28,15,15,16,16,17,38,16,17,15,16,11,K2
4,11,15,15,17,15,15,15,15,15,16,15,17,15,15,16,16,17,16,15,16,30,16,15,17,16,17,36,14,16,13,16,13,K2
5,16,14,17,14,17,15,15,16,16,18,16,15,15,16,15,17,16,16,15,17,30,16,15,17,15,17,37,16,16,14,15,13,K2
5,16,16,11,16,12,16,15,16,15,18,16,19,16,15,15,16,16,16,15,16,28,15,16,14,15,16,41,17,16,17,16,12,K2
11,9,21,17,21,20,16,17,15,16,18,15,16,14,16,16,15,18,14,15,17,33,15,16,16,16,18,38,15,16,14,16,12,K2
6,14,16,11,15,14,15,16,15,15,19,15,18,15,16,15,16,15,15,16,15,29,16,15,13,15,17,41,15,16,18,16,11,K2
10,16,20,13,15,13,16,17,13,15,21,18,19,14,15,15,15,16,14,14,16,32,14,17,16,16,17,41,17,15,12,15,11,K2
7,14,16,15,20,18,15,15,15,14,16,16,15,16,16,16,15,16,15,15,15,37,18,17,19,20,20,34,14,16,11,14,11,K2
10,12,20,17,14,20,15,18,17,15,20,17,17,14,15,16,14,16,15,15,15,32,16,17,17,15,19,40,15,17,14,15,11,K2
7,12,17,12,15,16,15,16,14,16,19,16,18,16,16,16,15,17,15,16,15,29,15,16,15,15,18,42,17,16,16,16,12,K2
5,16,17,12,15,12,16,16,15,15,18,16,18,16,15,16,15,15,16,16,16,28,15,14,15,16,17,42,16,18,14,15,11,K2
15,17,8,7,15,9,15,10,15,17,15,18,24,13,15,13,16,17,17,13,19,19,16,16,18,15,22,54,15,13,9,17,4,K2
24,11,30,18,11,17,19,25,13,16,17,15,24,21,16,14,16,21,12,17,14,27,16,15,18,15,19,47,16,16,7,16,6,K2
4,18,17,16,17,15,16,17,17,16,17,17,17,16,15,15,15,15,17,16,16,30,16,16,16,16,17,35,16,15,16,16,13,K2
22,15,16,20,10,12,12,13,20,11,18,10,20,16,17,15,15,16,12,13,14,28,16,16,20,16,19,49,14,17,7,16,7,K2
27,13,24,12,21,24,16,18,11,13,22,21,21,18,18,17,17,15,11,12,19,26,16,17,18,15,19,50,15,15,9,17,7,K2
22,9,21,16,9,20,8,15,21,18,22,11,21,13,16,13,13,17,16,21,17,29,15,16,15,16,20,49,13,17,13,15,7,K2
39,14,26,14,13,28,14,15,20,24,19,18,16,17,17,14,13,17,17,13,19,25,16,16,19,15,20,50,16,17,7,17,7,K2
31,18,25,11,14,24,15,14,16,24,17,11,11,17,15,14,15,15,16,13,15,28,17,17,19,16,19,50,15,18,8,15,10,K2
12,13,15,10,21,13,14,17,11,13,23,18,22,17,15,15,18,15,13,16,14,26,11,11,14,19,20,50,20,18,14,15,6,K2
13,13,16,11,15,16,12,16,14,14,20,15,21,16,16,14,16,15,16,15,17,28,14,16,15,15,19,48,16,16,13,15,7,K2
15,19,22,14,17,11,17,17,19,19,24,17,25,16,17,14,16,16,18,19,18,29,17,17,13,15,20,49,12,16,18,16,5,K2
49,17,18,10,12,16,14,15,13,14,21,15,23,15,19,12,15,12,16,17,15,16,16,19,13,16,21,56,9,10,22,16,6,K2
11,16,18,9,14,16,16,17,13,16,21,15,16,14,18,14,16,15,17,16,14,35,16,16,16,15,17,40,14,15,13,16,10,K2
30,28,8,7,15,28,14,7,14,12,18,12,14,17,16,9,18,16,15,14,15,32,15,16,14,16,17,42,13,16,17,16,10,K2
6,16,16,13,16,14,15,16,15,15,17,15,18,16,15,15,15,15,16,16,15,29,16,16,15,16,16,37,16,16,14,15,13,K2
46,20,16,21,15,28,23,16,17,15,25,16,18,14,14,19,17,18,15,17,16,32,12,15,14,15,19,42,15,16,13,15,10,K2
33,16,28,16,14,24,18,21,11,12,15,13,15,18,18,15,15,17,10,17,13,26,15,18,18,17,20,48,15,17,7,15,7,K2
33,17,28,17,14,24,18,21,12,12,15,13,15,17,17,15,15,17,11,16,14,26,15,18,18,16,20,48,15,18,7,14,7,K2
40,11,27,26,16,14,13,17,19,18,24,14,21,17,16,14,14,17,14,16,10,26,16,14,21,16,22,49,13,15,5,16,5,K2
6,15,18,16,14,16,16,15,14,17,19,15,16,15,16,16,15,15,15,15,16,33,15,16,17,16,17,37,17,16,13,15,13,K2
6,16,19,14,16,15,16,17,15,14,18,15,18,16,17,16,16,15,14,15,17,32,16,17,15,15,17,37,15,16,14,16,12,K2
6,16,18,14,16,14,16,17,16,16,18,16,19,16,16,16,15,16,16,16,16,29,16,16,15,16,18,39,16,15,16,16,10,K2
6,15,17,13,15,13,16,15,16,16,17,15,19,15,16,16,15,16,16,15,16,29,15,15,16,15,18,39,16,16,13,16,10,K2
5,14,14,14,15,15,16,15,16,15,16,16,16,16,16,16,16,15,16,15,16,29,16,16,16,16,16,35,15,16,14,16,13,K2
5,16,17,13,17,14,16,16,17,15,16,15,18,16,16,15,16,16,16,15,15,28,16,17,16,15,17,37,15,16,12,16,12,K2
51,15,23,27,14,16,15,18,16,16,18,18,21,14,14,15,15,16,14,14,16,27,17,11,24,14,22,51,14,16,5,16,5,K2
47,16,7,17,18,18,15,11,14,19,17,14,17,15,15,16,14,15,20,16,16,32,13,21,24,17,21,50,18,13,6,14,5,K2
38,11,14,6,12,27,14,15,14,14,24,16,19,14,24,16,20,14,17,15,16,24,16,17,14,16,20,51,16,14,21,15,5,K2
27,19,6,14,18,22,20,6,14,13,24,18,27,14,16,18,15,16,16,14,18,26,15,17,15,16,20,50,19,16,15,16,6,K2
16,19,26,12,13,16,17,23,13,17,24,16,22,15,16,16,15,14,16,18,18,27,15,17,17,16,20,50,18,18,10,15,7,K2
15,13,22,10,13,8,14,18,13,17,24,13,26,14,16,14,16,14,18,16,17,22,14,17,16,15,22,53,18,16,19,16,4,K2
6,17,16,11,16,12,16,16,14,15,19,15,19,15,14,16,16,16,15,15,15,28,15,15,15,15,18,44,18,16,14,16,8,K2
5,18,17,17,15,17,16,15,16,16,17,15,15,16,16,15,15,15,15,15,16,28,15,15,16,16,16,38,17,16,14,15,14,K2
22,17,7,14,13,14,15,10,16,12,19,17,21,13,15,14,18,14,15,16,17,30,13,11,19,15,22,49,18,15,8,15,6,K2
6,16,17,18,15,15,16,16,16,16,18,16,16,15,15,16,16,16,15,16,17,31,16,16,18,16,17,35,15,16,13,15,13,K2
15,16,15,14,17,11,16,15,16,14,19,15,20,15,15,16,16,16,16,15,18,29,16,15,18,16,19,48,16,17,10,16,7,K2
15,13,19,7,14,6,16,16,13,14,17,15,24,15,14,16,12,15,16,14,14,21,15,17,19,15,23,53,14,16,9,16,3,K2
13,8,25,12,8,6,12,20,12,17,21,14,25,10,15,16,13,13,16,15,14,22,16,16,16,16,22,51,13,16,14,15,3,K2
21,19,24,20,24,22,15,20,17,14,21,14,24,18,18,15,18,13,12,17,19,30,15,15,17,15,18,46,14,17,13,15,7,K2
16,21,28,21,24,20,16,18,19,22,22,14,15,16,18,14,16,15,12,16,17,32,15,16,15,15,17,41,15,15,13,15,11,K2
11,16,24,25,15,13,17,16,17,23,24,17,20,17,14,15,14,16,17,17,22,27,15,19,15,16,17,42,15,15,11,15,9,K2
15,19,7,12,16,25,15,15,17,17,9,18,18,17,20,14,20,16,18,14,21,26,16,17,15,15,16,46,15,12,14,16,13,K2
18,22,20,14,17,21,18,18,14,19,17,20,13,17,20,16,17,16,17,13,21,28,17,14,19,14,18,49,16,19,7,16,9,K2
15,7,19,11,9,9,14,15,18,14,18,16,20,17,21,15,15,17,15,15,17,29,19,10,19,12,25,49,12,20,13,17,3,K2
5,15,14,15,16,16,15,15,16,14,18,16,17,16,16,15,16,16,16,16,16,31,15,15,16,16,17,36,15,16,15,16,14,K2
14,14,12,6,18,8,16,15,13,10,18,17,20,14,16,17,16,14,13,16,17,21,15,15,21,16,20,52,16,15,5,16,5,K2
39,13,18,18,15,13,16,16,17,15,21,17,23,15,13,18,14,15,16,16,18,25,16,10,21,15,23,53,13,19,9,15,4,K2
7,16,18,12,15,11,15,16,14,13,18,15,19,16,14,15,14,16,15,15,15,28,15,15,17,15,17,41,16,17,10,16,10,K2
10,13,17,7,18,7,14,15,16,15,23,14,23,16,14,15,16,16,16,15,16,24,18,16,13,14,16,49,13,18,16,17,9,K2
10,21,16,11,15,13,17,15,15,15,19,15,20,16,17,16,17,15,16,16,16,28,15,16,16,15,17,45,17,16,11,15,10,K2
7,13,19,13,16,16,14,17,17,17,18,14,16,16,17,16,16,17,16,16,15,28,14,16,17,15,17,41,16,16,12,16,11,K2
13,17,10,5,7,5,17,13,21,16,15,16,27,13,17,16,15,16,15,14,17,19,18,15,23,15,25,49,13,15,7,15,6,K2
9,19,17,7,18,9,17,17,16,14,19,15,23,16,16,16,16,15,16,16,16,26,17,16,18,16,20,44,16,15,10,16,8,K2
39,21,28,12,18,14,16,22,15,18,19,16,17,13,18,13,14,12,12,16,16,13,18,12,24,17,24,53,13,19,6,12,5,K2
46,3,17,14,18,19,7,17,15,12,20,14,18,17,13,16,16,18,17,18,20,13,10,13,17,15,25,55,23,20,12,17,3,K2
36,15,25,15,11,16,17,21,14,13,19,15,19,14,17,17,17,16,11,17,16,15,16,11,23,15,22,53,16,20,6,16,5,K2
40,12,20,17,15,14,17,21,13,17,22,15,14,15,20,18,12,17,17,10,19,16,14,13,22,14,24,52,17,19,7,18,5,K2
11,16,16,18,15,16,17,16,17,16,17,16,17,15,15,15,15,16,16,15,16,27,17,15,17,15,16,42,15,16,14,15,14,K2
7,15,18,15,16,16,16,16,16,16,17,16,18,15,15,17,15,15,15,16,16,29,15,15,17,15,18,41,16,16,12,16,11,K2
6,18,18,13,17,13,16,18,15,15,18,15,17,17,16,16,15,15,16,16,16,28,16,16,17,16,19,42,15,16,12,15,9,K2
